,MS_SubClass,MS_Zoning,Lot_Area,Neighborhood,Overall_Qual,Mas_Vnr_Area,Exter_Qual,Foundation,Bsmt_Qual,Bsmt_Exposure,Total_Bsmt_SF,Heating_QC,Central_Air,Electrical,Gr_Liv_Area,Full_Bath,Kitchen_Qual,TotRms_AbvGrd,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Finish,Garage_Cars,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Sale_Type,Sale_Condition,Age_of_Property,Sale_Price,PID
1017,2,5,12680,19,5,102,2,1,2,2,1675,0,1,4,1688,2,0,6,1,0,0,2,2,2,0,48,9,4,22,226500,527301245
1018,2,5,12090,19,0,210,3,1,2,3,1422,4,1,4,1422,2,2,7,1,5,0,0,2,2,276,0,9,4,29,175500,527302050
1019,2,5,10825,19,5,174,2,1,2,2,1260,4,1,4,1260,2,4,6,0,3,0,3,2,2,152,0,9,4,27,181900,527302070
1022,13,5,12227,19,0,424,3,1,2,3,1330,4,1,4,2462,2,4,11,1,5,0,0,2,2,550,282,9,4,33,272000,527325070
1023,2,5,13068,19,0,621,3,2,2,3,1211,4,1,4,1211,2,2,6,1,4,0,0,2,2,0,0,9,4,34,161000,527325240
1024,2,5,15611,19,1,0,3,2,2,0,1126,4,1,4,1126,2,0,6,0,3,0,2,2,2,180,0,9,0,33,175000,527326130
1025,13,5,10400,19,5,280,3,1,2,2,738,4,1,4,2044,2,4,7,1,5,0,3,2,2,28,73,9,4,30,185000,527354160
1026,13,5,9743,19,1,0,3,1,5,3,720,2,1,4,1308,1,4,7,0,3,4,3,2,2,0,0,9,4,41,146900,527357110
1027,13,5,12511,19,5,168,2,2,2,3,1420,0,1,4,2462,2,2,8,2,2,0,0,4,2,0,16,9,4,32,292500,527357180
1030,13,5,10480,19,5,660,3,1,5,3,803,4,1,4,1964,2,4,8,1,2,0,2,2,2,0,69,9,4,34,205000,527359070
1031,2,5,10000,19,1,0,3,1,2,3,1176,2,1,4,1178,1,2,5,1,1,0,3,2,2,224,0,9,4,37,157000,527378020
1032,13,5,14311,19,8,402,2,2,2,3,1236,0,1,4,2340,2,2,9,1,2,0,2,3,2,192,180,9,4,14,306000,527380240
1033,0,5,9000,15,1,0,3,1,2,2,896,4,1,4,1792,2,4,8,0,3,4,3,2,2,0,45,9,4,36,133000,527401130
1034,2,5,9750,15,0,0,3,1,2,3,1054,2,1,4,1054,1,4,6,0,3,0,3,2,2,180,0,9,4,41,151000,527402060
1038,3,4,4060,15,0,0,2,2,2,3,1405,0,1,4,1337,2,2,5,0,3,0,0,2,2,144,68,0,0,12,181000,527427110
1039,14,6,1680,2,0,359,3,1,5,3,483,4,1,4,987,1,4,5,0,3,4,3,1,2,52,0,9,4,37,103400,527450110
1040,14,6,1680,2,0,158,3,1,5,3,483,4,1,4,987,1,4,5,0,3,4,3,1,2,0,0,9,4,37,100000,527450250
1041,14,6,1890,2,0,422,3,1,5,3,483,2,1,4,987,1,4,5,0,3,4,3,1,2,411,0,9,4,38,100500,527450520
1042,14,6,1869,2,0,127,3,1,5,3,483,4,1,4,987,1,4,5,0,3,4,3,1,2,0,0,9,4,40,106000,527451060
1043,14,6,1680,2,0,232,3,1,5,3,483,4,1,4,987,1,4,4,0,3,4,3,1,2,0,0,0,0,39,87550,527451290
1044,14,6,1680,2,0,604,3,1,5,3,483,4,1,4,987,1,4,5,0,3,4,3,1,2,0,0,9,4,39,89500,527451400
1045,14,6,1680,2,1,356,3,1,5,3,630,4,1,4,1302,2,4,6,0,3,4,3,1,2,0,0,9,4,38,111750,527451550
1047,14,5,2308,16,0,0,3,1,2,3,855,2,1,4,1456,2,4,7,0,3,0,2,2,2,0,0,9,4,35,143000,527453160
1048,3,5,2529,16,5,0,3,1,2,3,1055,1,1,4,1055,2,4,4,0,3,0,3,2,2,0,38,9,4,33,148500,527454120
1049,2,5,9477,15,1,65,3,1,5,3,864,4,1,4,892,1,4,5,0,3,0,2,1,2,0,0,9,4,44,110000,527455270
1050,2,5,12444,18,8,426,0,2,0,0,1932,0,1,4,1932,2,0,7,1,2,0,0,3,2,0,66,6,5,2,335000,528102030
1051,13,5,12474,18,7,272,0,2,0,0,1682,0,1,4,2332,2,0,9,1,0,2,0,3,2,196,134,6,5,3,335000,528102110
1053,13,5,14948,18,3,268,0,2,0,0,1452,0,1,4,2462,2,0,11,1,2,0,0,3,2,126,66,6,5,2,335000,528104080
1055,2,5,13891,18,8,436,2,2,0,1,1710,0,1,4,1710,2,2,6,1,2,0,2,3,2,0,102,6,5,3,335000,528110080
1056,2,5,13693,18,8,554,2,2,0,1,2418,0,1,4,2462,2,0,9,1,0,0,0,3,2,358,78,9,4,3,335000,528110110
1057,2,5,14418,18,3,480,0,2,0,1,1950,0,1,4,1950,2,0,7,1,2,0,0,3,2,156,207,9,4,3,335000,528114040
1060,13,5,12151,18,3,368,2,2,0,0,1414,0,1,4,2331,2,0,9,1,2,2,0,3,2,192,63,9,4,5,335000,528120130
1062,13,5,10574,18,8,126,2,2,0,3,1148,0,1,4,2332,2,0,9,1,2,2,0,3,2,224,142,9,4,6,316000,528142140
1063,2,5,12720,18,7,680,0,2,0,1,2535,0,1,4,2462,1,0,7,2,2,0,0,3,2,154,65,9,4,7,335000,528164060
1064,13,5,13688,18,3,664,2,2,0,0,1572,0,1,4,2462,2,0,10,2,2,2,0,3,2,400,0,9,4,7,335000,528166120
1065,13,5,10625,18,5,292,2,2,2,3,998,0,1,4,2046,2,2,8,1,2,2,2,3,2,320,62,9,4,7,284000,528170070
1067,13,5,16900,18,8,1110,2,2,0,2,1479,0,1,4,2462,2,2,10,1,5,0,0,3,2,0,60,9,4,9,335000,528178070
1071,3,5,12304,18,5,144,2,2,2,3,1367,0,1,4,1367,2,2,6,1,2,0,2,2,2,0,33,9,4,5,192000,528181010
1072,3,5,12677,18,8,472,0,2,0,1,1518,0,1,4,1518,1,0,6,1,2,0,2,2,2,185,140,9,4,7,274000,528186030
1073,3,5,8849,18,3,616,0,2,0,3,1684,0,1,4,1684,2,0,6,1,0,0,2,2,2,495,72,9,4,5,266000,528186080
1075,3,5,6240,18,8,176,2,2,2,3,1342,0,1,4,1342,2,2,6,1,2,0,0,2,2,0,35,9,4,4,234250,528186160
1076,3,5,6240,18,8,196,2,2,2,3,1342,0,1,4,1342,2,2,6,1,2,0,2,2,2,0,35,9,4,4,219500,528186170
1077,14,5,2448,18,5,106,2,2,2,3,764,0,1,4,1626,2,2,6,0,3,2,2,2,2,0,27,9,4,7,155000,528188090
1079,3,6,8198,18,5,146,2,2,2,0,1358,0,1,4,1358,2,2,6,1,2,0,2,2,2,192,30,9,4,6,207000,528190010
1080,3,5,3940,0,5,143,2,2,2,1,1415,0,1,4,1455,2,2,6,1,5,0,0,3,2,156,20,9,4,7,195000,528228345
1081,3,6,3940,0,5,24,2,2,2,3,1393,0,1,4,1576,2,2,7,1,5,0,2,3,2,143,20,9,4,6,219990,528228405
1082,3,5,3182,0,5,14,2,2,2,3,1346,0,1,4,1504,2,2,7,1,2,0,0,2,2,156,20,9,4,5,191000,528228445
1083,2,5,3182,0,5,16,2,2,2,0,1266,0,1,4,1266,2,2,6,1,2,0,0,2,2,100,16,9,4,3,159895,528228465
1084,2,5,3710,0,5,20,2,2,2,1,1146,0,1,4,1246,2,2,5,1,2,0,0,2,2,100,24,6,5,3,187687,528228540
1085,13,5,9024,8,0,0,2,2,2,3,789,0,1,4,1515,2,2,8,1,2,0,0,2,2,0,75,9,4,6,179000,528235020
1086,13,5,7415,8,0,0,3,2,5,3,839,0,1,4,1593,2,4,8,1,5,0,0,2,2,100,75,9,4,6,193000,528235120
1088,13,5,8029,8,0,0,3,2,2,3,728,0,1,4,1456,2,2,8,0,3,0,0,2,2,100,24,9,4,5,176000,528240040
1089,13,5,8010,8,5,0,2,2,2,3,840,0,1,4,1720,2,2,7,1,2,2,0,2,2,138,48,9,4,8,188000,528240050
1090,13,5,8396,8,5,196,2,2,2,3,847,0,1,4,1986,2,2,9,1,2,2,0,2,2,120,48,9,4,7,213000,528250030
1095,13,5,7750,8,5,0,2,2,2,3,707,0,1,4,1414,2,2,6,1,2,0,0,2,2,100,35,9,4,8,176000,528290090
1096,13,5,12460,8,5,0,2,2,2,3,1037,0,1,4,2322,2,4,8,1,5,2,0,2,2,144,44,9,4,11,225000,528292060
1097,13,5,8390,8,5,0,3,2,2,3,831,0,1,4,1651,2,4,7,1,5,2,0,2,2,0,103,9,4,11,185900,528294060
1099,13,5,9200,17,8,473,2,2,2,3,1470,2,1,4,2462,2,2,8,1,5,0,0,3,2,0,66,9,4,12,315000,528315110
1103,13,5,10990,17,5,0,2,2,0,3,1064,0,1,4,2125,2,2,12,2,5,0,2,2,2,168,0,9,4,14,279500,528354100
1104,13,5,11929,17,8,466,2,2,2,0,1242,0,1,4,2462,2,2,9,1,5,0,2,3,2,192,87,9,4,15,290000,528363020
1105,2,5,10437,17,8,660,2,2,2,1,2109,0,1,4,2113,2,2,7,1,5,0,0,3,2,236,46,9,4,15,335000,528363110
1107,13,5,10010,17,5,320,2,2,2,0,1080,0,1,4,2197,2,2,9,1,2,0,0,3,2,385,99,9,4,17,287500,528365080
1108,13,5,10944,17,5,448,2,2,2,3,1223,0,1,4,2127,2,2,5,2,5,0,2,2,2,171,132,9,4,16,271000,528387050
1109,2,5,14303,17,8,554,2,2,2,1,1986,0,1,4,1987,2,2,7,1,5,0,0,2,2,262,36,9,4,16,301500,528390020
1110,2,5,11932,23,8,186,2,2,2,3,1580,0,1,4,1580,2,2,7,0,3,0,2,3,2,0,24,3,5,3,235128,528427010
1111,13,5,14598,23,0,74,2,2,2,2,894,0,1,4,1933,2,2,9,1,2,2,0,3,2,100,18,9,4,3,214000,528427070
1114,2,5,14587,23,3,284,2,2,2,3,1498,0,1,4,1506,2,0,6,1,2,0,0,2,2,0,174,6,5,2,264132,528429080
1116,2,5,12274,23,5,256,2,2,2,3,1417,0,1,4,1428,2,0,6,0,3,0,2,2,2,0,60,6,5,2,227680,528431080
1117,13,5,9801,23,8,156,2,2,2,0,1341,0,1,4,1861,3,2,7,1,2,2,2,3,2,144,60,9,4,3,257000,528431120
1118,13,5,9428,23,8,310,2,2,2,0,955,0,1,4,1874,2,2,8,1,2,0,0,3,2,168,108,6,5,3,297900,528435020
1119,2,5,10037,23,8,0,2,2,0,3,1460,0,1,4,1460,2,2,6,1,2,0,0,2,2,0,20,9,4,4,247000,528439010
1120,2,2,8640,23,8,0,2,2,2,3,1363,0,1,4,1372,2,2,6,0,3,0,2,2,2,192,113,6,5,3,212700,528458030
1122,2,2,11639,23,5,0,2,2,2,3,1428,0,1,4,1428,2,2,6,0,3,0,0,2,2,0,120,6,5,3,182000,528462040
1123,13,2,9803,23,5,0,2,2,2,3,866,2,1,4,1768,2,2,7,0,3,0,2,2,2,0,108,9,4,5,226700,528477040
1124,13,2,9375,23,8,768,2,2,0,3,1053,0,1,4,1992,2,2,9,1,2,0,2,2,2,140,45,9,4,7,250000,528478030
1125,13,2,10625,23,5,0,2,2,2,3,1026,0,1,4,1958,2,2,9,1,2,0,0,3,2,154,210,9,4,5,250000,528478040
1126,13,2,10800,23,8,100,2,2,0,3,1034,0,1,4,2078,2,0,8,1,2,0,0,3,2,0,102,6,5,3,335000,528480060
1129,2,2,7500,23,5,210,2,2,2,3,1218,0,1,4,1218,2,2,6,0,3,0,0,2,2,168,168,6,5,3,230348,528488140
1132,13,5,10110,22,0,0,2,2,2,2,835,0,1,4,1696,2,2,7,0,3,0,2,2,2,143,66,9,4,7,188000,531371070
1134,2,5,13072,22,0,126,3,2,2,3,1175,0,1,4,1175,1,2,6,0,3,6,1,0,2,0,90,9,4,5,146000,531375050
1137,13,5,8366,22,0,0,2,2,2,3,798,0,1,4,1640,2,2,6,0,3,0,2,2,2,138,45,9,4,6,173000,531376010
1138,2,5,9260,22,5,0,2,2,2,2,1162,0,1,4,1162,2,2,6,0,3,0,0,2,2,0,32,9,4,3,170000,531376070
1139,13,5,8453,22,0,38,2,2,2,3,754,0,1,4,1609,2,2,6,0,3,0,2,2,2,0,70,9,4,15,182000,531382090
1141,2,5,8125,22,0,258,3,2,2,3,1408,0,1,4,1679,2,2,7,1,1,0,2,2,2,224,42,9,4,16,193500,531382120
1143,13,5,8450,22,0,0,2,2,2,3,827,0,1,4,1677,2,2,7,0,3,0,2,2,2,0,68,9,4,9,190500,531385060
1144,13,5,8285,22,5,0,2,2,2,3,836,2,1,4,1737,2,2,7,0,3,0,0,2,2,192,85,9,4,18,175000,531450030
1146,13,5,9291,22,0,120,2,2,2,3,832,0,1,4,1710,2,2,7,0,3,0,2,2,2,144,70,9,4,17,187000,531450170
1147,3,5,8012,22,0,0,2,2,2,3,1604,0,1,4,1617,2,2,5,1,1,0,2,2,2,0,69,9,4,17,193000,531451020
1148,3,5,7892,22,0,0,2,2,2,3,1199,0,1,4,1199,2,2,5,0,3,0,2,2,2,0,63,9,4,17,153900,531452140
1149,2,5,9100,21,1,0,3,2,5,3,984,4,1,4,984,1,4,5,1,5,0,2,1,2,145,56,9,4,47,128000,532351050
1150,2,5,12968,21,1,0,3,1,5,3,912,4,1,4,912,1,4,4,0,3,4,3,1,2,140,0,9,4,48,144000,532353050
1152,11,5,8450,21,1,0,3,1,5,2,890,2,0,4,890,1,4,5,0,3,4,3,1,2,0,0,9,4,42,115000,532376170
1153,2,5,6360,21,1,0,3,1,2,3,864,4,1,4,864,1,4,5,0,3,0,3,1,2,0,0,0,0,47,119916,532377020
1155,2,5,19508,27,0,144,3,1,5,0,1430,4,1,4,1430,2,4,6,2,5,0,3,2,2,117,108,9,4,36,192000,532477030
1156,5,5,10759,21,1,0,3,1,2,3,1001,4,1,4,1641,2,4,5,1,2,4,3,2,2,0,0,9,4,38,140000,532479020
1157,13,5,9205,17,0,304,2,2,2,3,930,0,1,4,2462,2,2,9,2,2,0,2,2,2,237,251,9,4,20,290000,533125080
1159,3,2,4282,23,5,0,2,2,2,2,1391,0,1,4,1391,2,2,5,0,3,0,2,2,2,156,158,9,4,6,196000,533206050
1161,3,2,3435,23,5,0,2,2,2,3,1235,0,1,4,1245,2,2,5,0,3,0,2,2,2,0,100,9,4,6,178000,533208140
1164,14,2,3604,23,5,0,2,2,2,3,689,0,1,4,1392,2,2,5,0,3,4,3,2,2,0,102,9,0,3,146000,533212150
1166,14,2,2280,23,0,216,3,2,2,3,744,2,1,4,1549,2,4,6,0,3,4,3,2,2,0,32,9,4,11,172900,533213120
1167,3,2,4765,23,3,260,2,2,2,0,1614,0,1,4,1638,2,0,5,1,5,0,0,2,2,230,68,9,4,10,300000,533215020
1168,3,2,4538,23,3,179,2,2,0,0,1310,0,1,4,1310,1,2,5,1,5,0,2,2,2,277,45,9,4,9,285000,533215030
1169,3,2,4385,23,3,0,2,2,0,0,1419,0,1,4,1419,1,0,5,1,5,0,0,2,2,155,58,9,4,9,290000,533215040
1171,3,2,5119,23,3,60,2,2,0,0,1698,0,1,4,1709,2,2,5,1,5,0,0,2,2,97,65,1,0,11,328900,533215080
1172,14,2,2160,23,5,212,2,2,2,3,600,0,1,4,1252,2,2,4,0,3,4,3,2,2,0,48,9,4,11,160000,533217050
1174,13,2,10646,23,5,513,3,2,5,3,858,0,1,4,1789,2,4,7,1,5,0,0,2,2,0,0,9,4,9,223000,533234020
1175,14,2,2645,23,8,466,2,2,2,3,960,0,1,4,1586,2,2,7,0,3,4,3,2,2,169,0,9,4,11,170000,533236060
1177,14,2,3951,23,7,0,0,2,2,2,970,0,1,4,2393,2,0,7,1,5,0,0,2,2,0,90,9,4,12,335000,533236090
1178,3,5,14963,27,8,0,2,2,2,3,1260,0,1,4,1288,1,0,4,2,2,0,0,2,2,120,30,9,4,14,245500,533250050
1179,3,5,11064,27,8,0,2,2,2,1,1230,0,1,4,1239,1,2,4,1,1,0,0,2,2,172,24,9,4,15,217500,533250110
1181,2,5,11120,27,0,0,3,2,2,3,1232,4,1,4,1232,2,4,6,0,3,0,3,2,2,0,0,9,4,26,162500,533251120
1183,2,5,16280,27,8,0,0,1,2,2,1426,0,1,4,1671,3,0,6,1,2,0,2,2,2,280,90,9,4,34,290000,533350120
1184,13,2,7500,23,5,0,2,2,2,3,952,0,1,4,1812,2,4,7,1,5,0,2,2,2,144,112,9,4,8,205000,534104100
1186,10,5,11104,19,0,0,3,1,5,0,1427,2,1,4,1427,2,4,7,0,3,0,2,2,2,0,0,9,4,41,183000,534127210
1187,2,5,11050,19,0,0,3,1,5,3,1740,1,1,4,1740,1,4,8,1,5,0,2,2,2,25,0,9,3,42,150000,534127230
1188,2,5,11040,19,0,144,2,1,5,3,1258,0,1,4,1258,2,2,5,0,3,0,2,2,2,55,0,0,0,39,145000,534128050
1189,2,5,15387,19,5,0,3,1,5,3,1620,0,1,4,1620,2,2,8,1,2,0,3,2,2,0,62,9,4,43,215000,534129060
1191,13,5,10800,19,0,0,3,1,5,3,1522,4,1,4,2462,2,4,9,1,5,0,2,2,2,38,243,9,4,36,240000,534177180
1194,2,5,8125,15,1,0,2,1,5,3,912,0,1,4,925,1,4,5,0,3,4,3,2,2,233,0,9,4,45,135000,534204030
1196,0,5,13101,15,1,108,3,1,5,3,1728,4,1,4,1728,2,4,10,0,3,4,3,2,2,0,0,9,4,45,142600,534225120
1197,0,5,9246,19,1,564,3,1,5,3,1656,4,1,4,1656,2,4,8,0,3,4,3,2,2,0,211,9,4,37,135000,534250010
1198,13,5,13355,19,5,0,3,1,2,3,825,4,1,4,1670,1,4,7,0,3,0,0,2,2,0,0,9,4,39,170000,534250335
1199,13,5,8963,19,8,289,0,1,5,3,1142,0,1,4,2462,3,2,11,2,5,2,0,2,2,0,204,9,4,34,299800,534250370
1200,13,5,9120,19,0,270,2,1,5,3,901,4,1,4,1876,2,2,8,1,5,0,2,2,2,0,69,9,4,36,185000,534250410
1202,9,5,12122,15,5,210,0,1,5,0,944,2,1,4,999,1,0,6,0,3,0,2,2,2,144,76,9,4,49,178400,534252090
1203,13,5,9900,19,5,342,3,1,5,3,832,2,1,4,1978,2,4,9,1,2,0,2,2,2,0,43,9,4,42,176000,534252270
1204,2,5,7785,15,1,0,3,3,3,4,0,4,1,4,1014,1,4,6,0,3,0,2,1,2,0,0,9,4,54,98000,534276190
1205,2,5,8593,15,2,0,3,1,5,3,907,0,1,4,907,1,4,5,0,3,4,3,1,2,0,0,9,4,53,109008,534277060
1206,2,5,8475,15,2,0,3,1,5,3,952,0,1,0,952,1,4,4,0,3,4,3,1,2,0,0,9,4,54,135750,534277070
1208,2,5,10175,15,0,272,3,1,5,3,1425,2,1,4,1425,2,4,7,1,2,0,2,2,2,0,0,9,4,46,180500,534400060
1210,2,5,9200,15,0,0,3,1,5,3,1136,4,1,4,1136,1,4,5,1,2,0,2,1,2,426,0,9,4,45,140000,534401190
1211,2,5,8250,15,0,260,3,1,2,3,1092,0,1,4,1092,1,4,6,0,3,0,2,2,2,0,0,9,4,46,145000,534403050
1212,10,5,9350,15,1,0,3,2,5,1,1219,2,1,4,1265,2,2,6,1,2,0,2,2,2,0,92,9,4,45,179900,534403080
1213,10,5,9020,15,0,259,3,1,5,1,1248,4,1,4,1350,1,4,6,0,3,0,2,2,2,176,0,9,4,46,168500,534403100
1214,2,5,9900,15,1,0,3,1,5,3,1114,4,1,4,1114,1,4,5,0,3,0,2,2,2,0,0,0,0,49,140000,534403260
1215,2,5,10007,15,1,54,2,1,5,3,1053,0,1,4,1053,1,2,5,0,3,0,2,1,2,0,0,9,4,51,145500,534426040
1216,2,5,10721,15,0,243,2,1,5,3,1252,0,1,4,1252,1,2,7,0,3,4,3,2,2,0,39,9,4,51,142000,534427040
1217,2,5,12493,15,2,0,3,2,5,3,1100,4,1,4,1100,1,4,6,1,4,0,2,1,2,355,0,9,4,50,141000,534428020
1221,11,5,7420,3,1,0,3,0,5,3,991,0,1,4,1077,1,4,5,2,5,0,2,1,2,0,4,9,4,71,118000,534452060
1223,2,5,9600,15,1,203,1,1,5,3,1296,4,1,4,1496,2,2,6,0,3,0,2,2,2,0,22,9,4,50,141500,534455030
1224,5,5,9600,15,0,0,3,1,5,3,1032,4,1,0,1252,1,4,6,0,3,0,3,1,2,0,0,9,0,60,119000,534477080
1225,2,5,9600,15,1,0,3,1,5,3,572,2,1,4,1337,1,2,7,1,2,0,2,1,2,0,192,9,4,60,141500,534477090
1226,10,5,9600,15,0,0,3,1,5,0,992,2,1,4,1661,1,2,8,1,5,2,2,1,2,0,28,9,4,55,165500,534477270
1227,2,5,7584,15,1,88,3,1,5,3,1036,0,1,4,1036,1,4,5,0,3,0,2,1,2,120,24,9,4,57,112900,534479150
1228,13,5,13700,15,5,288,3,1,5,1,864,4,1,4,1820,1,2,8,2,2,0,3,2,2,60,84,9,4,45,201800,535103050
1230,2,5,7875,15,1,136,3,1,5,3,1144,2,1,4,1144,1,4,6,0,3,0,3,2,2,0,0,9,4,49,139950,535105030
1232,10,5,9150,15,0,305,3,1,2,1,1099,2,1,4,1431,1,4,6,1,2,1,2,1,2,64,110,9,4,48,165000,535105090
1233,13,5,14670,15,0,410,2,1,5,3,1104,0,1,4,1988,2,2,9,1,2,0,2,2,2,0,230,9,4,44,227000,535126140
1234,2,5,7390,15,1,151,3,1,5,3,1098,4,1,4,1098,1,4,6,0,3,0,3,1,2,0,0,9,4,55,135000,535150210
1235,2,5,9204,15,1,0,3,1,5,3,1144,4,1,4,1144,1,4,6,0,3,4,3,1,2,0,88,0,4,47,124000,535150280
1238,2,5,9840,15,1,0,3,1,5,3,1248,4,1,4,1440,2,2,7,0,3,0,2,1,2,150,0,9,4,51,185000,535153140
1239,2,5,9120,15,0,0,3,1,5,3,1261,0,1,4,1261,1,4,6,1,5,0,2,2,2,0,0,9,4,52,163000,535153150
1241,2,5,9000,15,0,74,3,1,2,3,1196,2,1,0,1196,1,4,6,1,2,0,2,1,2,0,44,9,4,54,139000,535178060
1242,2,5,11900,15,0,387,3,1,5,3,1392,4,1,0,1392,1,4,6,2,2,0,2,2,2,0,0,9,4,53,166000,535179060
1245,2,5,11556,15,1,52,3,1,5,3,720,0,1,0,882,1,2,4,0,3,0,3,1,2,0,0,9,4,58,116000,535301080
1247,2,5,12774,15,1,0,3,2,5,3,984,4,0,4,950,1,4,5,0,3,4,3,2,2,0,32,9,4,57,130000,535302140
1248,2,5,14250,15,0,360,3,1,5,3,998,4,1,4,1790,2,4,6,2,2,0,0,2,2,0,40,9,4,53,180000,535303030
1250,2,5,7677,15,1,0,3,1,5,3,773,2,1,4,860,1,4,4,0,3,0,3,1,2,0,0,9,0,57,110000,535305160
1253,0,5,12436,15,1,0,3,1,5,3,1824,1,1,0,1824,2,4,9,0,3,4,3,2,2,0,0,9,4,53,146000,535354200
1254,2,5,10122,20,2,0,3,3,3,4,0,4,0,4,869,1,4,3,0,3,4,3,1,0,0,0,9,4,62,89900,535375140
1255,5,5,7506,20,1,0,3,2,5,3,747,4,1,4,1159,1,4,5,0,3,4,3,1,0,84,0,9,4,85,114000,535375160
1256,5,5,10930,15,1,0,3,1,5,3,913,4,1,0,1558,1,4,6,1,5,0,3,1,2,0,0,9,4,65,140000,535380050
1259,11,5,10800,20,2,0,3,0,3,4,0,4,0,0,1294,2,4,7,0,3,6,1,0,0,220,114,9,4,110,106250,535383100
1261,2,5,10180,15,1,0,3,1,5,3,912,4,1,4,1044,1,4,5,1,1,0,0,2,2,200,48,9,4,42,139000,535403010
1262,2,5,11355,15,5,125,3,1,5,3,1312,0,1,4,1312,1,4,6,1,2,0,2,2,2,0,304,9,4,52,186000,535425060
1263,2,5,10920,15,0,212,3,1,5,3,1253,4,1,4,1253,1,4,5,1,1,0,2,1,2,0,213,9,4,50,157000,535426260
1264,2,5,12929,15,0,276,3,1,5,1,1081,4,1,4,1081,1,4,5,0,3,3,3,1,2,36,82,9,4,50,148000,535426350
1265,2,5,27650,15,5,0,3,1,2,1,585,0,1,4,2069,2,2,9,1,2,0,2,2,2,0,0,9,4,50,242000,535427070
1266,2,5,8892,15,1,0,2,4,5,0,105,2,1,4,910,1,2,5,0,3,0,3,2,2,196,0,9,4,57,116000,535451010
1268,2,5,7200,15,1,0,3,1,3,4,0,2,1,4,1048,1,4,7,0,3,4,3,2,2,0,27,9,4,60,98300,535451230
1269,10,5,7910,15,1,0,3,1,5,3,1075,2,1,4,1507,2,4,7,0,3,1,3,1,2,0,0,9,4,50,127000,535452120
1270,2,5,8000,15,1,0,3,2,5,3,1256,2,1,0,1256,1,2,6,0,3,0,2,1,2,0,240,9,4,51,159000,535453020
1271,2,5,8000,15,1,0,3,1,5,3,1027,4,1,4,1027,1,4,6,0,3,0,3,1,2,0,0,9,4,48,125900,535453040
1273,5,5,8064,15,0,0,3,1,5,3,768,0,1,4,1320,2,4,5,0,3,4,3,2,2,108,0,9,4,62,138000,535454150
1274,7,5,6390,15,0,0,3,1,5,3,936,4,1,0,984,1,4,4,0,3,4,3,1,2,0,0,9,4,56,112500,535455060
1276,5,5,7200,15,0,0,3,1,5,3,854,1,1,0,1278,1,4,6,0,3,0,3,1,2,0,0,9,4,56,127500,535455090
1278,5,5,7200,15,1,0,3,1,5,2,768,2,1,4,1588,1,4,6,0,3,4,3,2,2,0,0,9,4,55,150000,535456070
1279,2,5,7200,15,1,0,3,1,5,3,825,4,1,0,860,1,4,4,0,3,0,3,1,2,0,0,9,4,56,109500,535456100
1280,13,5,7056,15,0,415,3,1,5,3,780,4,1,4,1796,1,4,8,1,5,0,2,2,2,0,50,9,4,47,140000,535475020
1281,13,5,9760,15,0,360,3,1,5,1,780,4,1,4,1611,1,4,7,0,3,0,2,2,2,328,128,9,4,46,167900,535476370
1282,2,5,7590,15,1,0,3,1,5,3,1117,0,1,4,1117,1,4,6,0,3,0,3,1,2,0,0,0,4,47,136870,535477090
1283,2,6,9836,20,0,0,3,2,5,3,192,2,0,4,1133,1,4,7,0,3,4,3,1,2,0,175,9,0,2,143000,902100020
1284,1,6,5232,20,1,0,3,0,1,3,680,2,0,2,860,1,4,4,0,3,4,3,2,0,0,0,9,4,85,87550,902100030
1285,12,6,10440,20,1,0,3,2,5,3,650,2,1,4,1539,2,2,8,1,4,4,3,2,1,70,78,9,4,106,157500,902102060
1286,5,6,9184,20,1,0,3,0,5,3,780,0,1,4,1323,1,4,6,0,3,4,3,2,2,0,0,9,4,62,122600,902103150
1288,5,6,10440,20,0,0,2,0,2,3,1510,0,1,4,2462,2,4,8,2,5,4,3,2,2,0,547,9,4,90,256000,902105020
1289,1,6,4800,20,1,0,3,1,1,3,672,4,1,4,860,1,4,4,0,3,4,3,1,2,0,0,9,4,70,87550,902105130
1291,11,6,11426,20,2,0,3,4,5,3,828,2,1,0,1594,2,4,9,0,3,6,1,0,0,0,172,9,4,100,118000,902109080
1292,5,6,11426,20,5,0,3,2,2,3,1362,0,1,4,2082,2,2,6,0,3,4,3,2,0,280,238,9,4,7,200000,902109110
1293,5,6,7628,20,2,0,3,0,5,3,801,2,1,0,1656,2,4,8,0,3,4,3,2,2,187,0,9,4,70,119164,902109120
1294,5,6,7308,20,1,0,1,0,5,3,936,2,0,0,1740,1,0,6,1,2,4,3,1,0,0,0,9,4,90,122250,902109160
1298,5,6,5914,20,1,0,3,0,1,3,684,2,1,4,1080,1,2,5,0,3,6,1,0,0,0,165,9,4,120,95000,902136110
1299,2,6,6000,20,1,0,3,1,5,3,789,0,1,4,860,1,4,5,0,3,4,3,1,2,0,0,9,5,62,115000,902201120
1300,2,6,12000,20,1,0,3,1,5,3,924,0,1,4,1122,1,2,6,0,3,0,3,2,2,0,36,9,4,62,147000,902201140
1301,5,6,9000,20,1,0,3,1,5,3,904,0,1,0,1499,1,4,5,1,4,4,3,3,2,0,20,9,4,64,140000,902202090
