,MS_SubClass,MS_Zoning,Neighborhood,Overall_Qual,Mas_Vnr_Area,Exter_Qual,Foundation,Bsmt_Qual,Bsmt_Exposure,Total_Bsmt_SF,Heating_QC,Central_Air,Electrical,Gr_Liv_Area,Full_Bath,Half_Bath,Kitchen_Qual,TotRms_AbvGrd,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Finish,Garage_Cars,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Sale_Type,Sale_Condition,Latitude,Age_of_Property,Sale_Price,PID
925,0,5,6,5,0,3,0,5,3,920,0,1,4,2480,2,1,4,13,2,2,4,3,2,2,0,0,9,4,42.0158534,70,205000,909279010
926,2,5,6,1,0,3,0,5,2,1112,0,1,4,1112,1,0,4,6,1,2,0,3,1,2,0,0,9,3,42.016152,56,144800,909282130
927,12,5,6,5,0,3,1,5,3,704,0,1,4,1564,1,1,1,7,1,2,0,3,1,2,0,0,9,4,42.014688,69,174500,909425060
929,5,5,6,1,0,3,0,5,3,1067,1,0,4,1523,2,0,1,7,1,5,0,3,1,2,0,0,9,4,42.014943,61,158000,909426090
930,2,5,6,0,0,3,1,5,3,1092,0,1,4,1152,1,0,2,6,1,2,0,3,1,2,0,36,9,3,42.013753,60,158500,909427200
931,2,5,6,0,420,3,2,5,0,1310,0,1,4,1906,1,1,4,6,2,2,1,3,2,2,0,201,9,4,42.0125,56,224000,909428240
932,14,6,1,0,0,3,1,5,3,516,4,1,4,1032,1,0,4,5,1,5,4,3,2,2,279,0,9,4,42.009489,30,115000,909451040
933,14,6,1,0,0,3,1,2,2,561,4,1,4,1229,1,1,2,5,1,5,0,0,2,2,176,0,9,4,42.009489,30,137000,909451100
935,14,6,1,0,0,3,1,2,3,561,4,1,4,1229,1,1,4,5,1,5,0,0,2,2,150,0,9,4,42.009489,30,124000,909451180
936,10,5,6,0,242,3,1,5,3,572,2,1,4,1982,2,1,4,6,1,5,2,0,2,2,400,112,9,4,42.010636,24,208000,909452050
937,2,5,6,5,0,2,1,2,3,1803,4,1,4,2365,2,0,0,7,2,2,0,0,2,2,200,144,9,4,42.01141,39,315000,909475040
938,2,5,6,0,260,2,1,2,3,880,0,1,4,1680,2,0,2,5,1,2,0,0,2,2,292,44,9,4,42.009134,22,222000,909475300
939,12,6,11,1,0,3,1,5,3,672,2,1,0,1344,1,0,4,6,0,3,4,3,1,2,0,128,9,4,42.022721,90,147000,910202070
940,12,6,11,1,0,3,0,5,3,760,0,0,4,2168,2,0,2,11,0,3,4,3,2,2,467,160,9,4,42.021425,110,123000,910204050
941,12,6,11,1,0,3,2,5,2,596,4,0,4,1192,1,0,4,6,0,3,4,3,1,0,0,0,9,4,42.021596,90,87000,910205020
942,5,1,11,4,0,1,1,5,3,1013,4,0,4,1526,1,0,1,6,0,3,6,1,0,0,0,0,3,0,42.020184,95,87000,911103050
943,1,1,11,2,0,3,0,5,3,572,1,0,2,861,1,0,4,4,0,3,4,3,1,0,0,0,9,4,42.020002,85,87000,911104060
944,3,6,6,8,174,0,2,0,1,1596,0,1,4,1648,2,0,0,5,1,2,0,0,2,2,162,53,6,5,42.008683,3,230000,911370500
945,1,3,11,6,0,1,1,3,4,0,4,0,0,861,1,0,4,4,0,3,4,3,1,0,119,24,3,4,42.0183,100,87000,912251110
947,5,5,14,5,0,2,2,0,3,1434,0,1,4,2149,1,1,2,6,1,0,0,2,2,2,168,43,9,0,41.996672,7,239686,914465040
948,2,5,14,5,108,2,2,0,2,1710,0,1,4,1710,2,0,2,7,1,2,0,0,2,2,100,48,9,4,41.997119,6,240000,914465055
949,13,5,14,0,0,3,2,0,3,804,0,1,4,1961,2,1,2,7,1,5,2,0,2,2,125,192,9,4,41.99539,9,215000,914474070
950,9,5,14,0,0,3,1,5,0,902,0,1,4,926,1,0,4,5,1,5,0,3,1,2,319,0,9,4,41.997067,33,156450,914475010
951,9,5,14,0,0,3,1,2,0,957,4,1,4,1287,1,1,4,5,2,1,0,2,2,2,302,39,9,4,41.997069,33,173000,914475030
952,0,5,14,1,0,3,1,3,4,0,4,1,4,1734,2,0,2,8,0,3,0,3,2,2,0,0,0,4,41.996919,33,126000,914476020
955,2,5,26,0,541,3,1,5,3,819,2,1,0,1344,1,0,2,7,1,2,1,2,2,2,0,118,0,0,42.001246,52,137500,916176030
956,2,5,26,5,0,3,1,2,1,2136,4,1,4,2036,2,0,4,8,2,2,0,2,2,2,0,0,9,4,42.00138,45,345474,916176125
957,2,5,26,3,70,2,2,0,1,1620,0,1,4,1620,2,0,0,6,1,0,0,0,3,2,228,0,9,4,41.995027,3,315500,916380070
960,2,5,26,3,406,0,2,0,1,1641,0,1,4,1641,2,0,0,7,0,3,0,0,3,2,0,95,9,4,41.994727,2,316500,916382110
961,2,5,26,8,0,2,2,2,0,1466,0,1,4,1466,2,0,2,7,0,3,0,0,3,2,100,18,9,4,41.994695,3,201000,916386140
962,2,5,26,0,0,3,1,2,2,1392,4,1,4,1412,2,0,2,6,1,5,0,3,2,2,0,0,9,4,41.997684,22,175000,916403010
963,13,5,26,0,0,3,2,2,3,712,0,1,4,2237,2,1,2,7,1,5,2,0,2,2,305,24,9,4,41.998952,30,204000,916403200
965,2,5,26,8,136,2,2,0,3,1267,0,1,4,1296,2,0,2,6,0,3,0,0,2,2,192,25,9,4,41.996327,9,220000,916455070
966,13,5,26,5,0,2,2,2,3,912,0,1,4,2014,2,1,2,9,0,3,0,0,2,2,124,114,9,0,41.996093,7,170000,916460110
967,2,5,26,3,584,0,2,0,0,1838,0,1,4,1838,2,0,0,8,1,2,0,0,3,2,270,68,9,4,41.995359,4,315000,916475040
970,2,5,14,1,75,3,3,3,4,0,4,1,4,1771,1,0,4,9,1,5,0,3,2,2,0,0,9,4,41.992193,50,115000,923202060
972,3,6,14,0,425,3,2,0,3,1224,0,1,4,1224,2,0,4,5,0,3,0,0,2,2,0,304,9,4,41.992122,11,165000,923203190
973,8,6,13,2,0,3,1,2,1,462,4,1,4,988,1,0,4,5,0,3,2,3,1,2,120,101,9,4,41.991786,37,91000,923225360
974,2,5,14,1,0,3,1,5,3,864,4,1,4,874,1,0,4,5,0,3,0,2,1,2,33,0,9,4,41.992919,42,130000,923225490
975,8,6,13,2,0,3,1,2,0,630,4,1,4,861,1,0,2,3,0,3,0,3,1,2,0,0,9,4,41.992185,40,87000,923226270
976,2,5,14,1,176,3,1,5,3,1188,0,1,4,1404,2,0,4,7,1,4,0,3,2,2,0,16,9,4,41.9928219,41,160000,923227080
977,8,6,13,2,0,3,1,2,0,630,4,1,4,861,1,0,4,3,0,3,0,3,1,2,0,0,9,4,41.99217,40,87000,923228110
978,14,6,13,2,0,3,1,5,3,546,4,1,4,1344,1,1,4,6,1,5,6,1,0,2,0,0,9,4,41.992539,40,97000,923228150
981,10,5,14,0,0,3,1,2,0,384,0,1,4,1091,1,0,4,5,0,3,0,0,1,2,280,0,9,4,41.987535,17,131250,923252075
983,2,5,14,1,0,3,1,5,3,833,0,1,4,861,1,0,4,5,0,3,6,1,0,2,0,0,9,4,41.988222,25,112000,923275140
984,9,5,14,1,0,3,2,2,0,828,4,1,4,883,1,0,4,5,1,1,4,3,2,2,100,32,9,4,41.987659,18,149000,923276260
985,5,5,14,1,0,3,5,2,3,796,0,1,4,1362,1,1,4,5,0,3,0,3,2,2,40,30,9,4,41.986502,17,143000,923400025
986,13,5,14,1,0,3,2,2,3,624,4,1,4,1287,1,1,4,6,0,3,4,3,2,2,150,0,9,4,41.986509,18,130000,923400110
987,2,5,14,0,0,3,2,5,1,1567,4,1,4,1567,2,0,2,5,2,5,0,2,2,2,264,32,9,4,41.991493,33,196000,924100040
988,13,5,14,1,178,2,1,5,1,784,0,1,4,1632,1,1,4,7,1,5,0,2,2,2,0,173,9,4,41.99095,41,173000,924100060
989,2,5,15,0,0,0,1,2,3,1184,0,1,4,1414,1,0,4,6,1,5,0,3,2,2,0,51,9,4,42.0525525,52,176500,526351030
990,2,5,15,0,0,3,1,5,2,1205,0,1,4,2117,2,1,4,7,2,2,0,0,2,2,0,42,9,4,42.051446,40,237500,526353050
991,13,5,15,0,0,3,1,1,2,952,4,1,4,2112,2,1,4,9,2,2,0,3,2,2,280,0,9,4,42.049587,41,206900,526354070
992,13,5,8,0,0,3,2,5,3,926,0,1,4,1604,2,1,4,7,1,5,0,0,2,2,0,36,9,4,42.05996,13,187500,527105050
994,13,5,8,0,0,3,2,2,1,926,0,1,4,1604,2,1,4,7,0,3,0,0,2,2,100,82,9,4,42.060771,12,195500,527106140
995,13,5,8,0,0,3,2,2,1,943,2,1,4,1638,2,1,4,7,2,5,0,0,2,2,100,38,9,4,42.060822,12,192000,527106150
998,13,5,8,5,0,3,2,2,1,729,0,1,4,1446,2,1,4,6,1,5,0,3,2,2,264,22,9,4,42.0623,14,175000,527107210
1000,3,5,25,8,0,2,2,0,2,1664,0,1,4,1682,1,1,2,6,1,5,0,0,2,2,0,0,9,4,42.061374,13,247900,527131110
1001,3,5,25,8,0,2,2,2,3,1337,2,1,4,1337,2,0,2,5,1,5,0,2,2,2,96,0,9,4,42.060865,17,180000,527140090
1003,13,5,8,0,0,3,2,2,3,926,0,1,4,1604,2,1,4,7,1,5,0,0,2,2,0,36,9,4,42.059408,13,181000,527161010
1005,13,5,8,0,0,3,2,2,3,773,2,1,4,1658,2,1,4,8,1,5,0,0,2,2,224,84,9,4,42.059411,15,188000,527163100
1006,13,5,8,5,0,2,2,2,3,712,0,1,4,1895,2,1,2,7,1,5,0,0,2,2,143,46,9,4,42.058445,16,194500,527164120
1007,13,5,8,0,194,3,2,2,3,836,2,1,4,1709,2,1,2,7,0,3,0,0,2,2,0,40,9,4,42.05701,19,185000,527165010
1008,3,5,25,8,0,2,2,2,2,1228,2,1,4,1228,2,0,2,5,1,2,0,0,2,2,168,120,9,4,42.059518,22,189000,527183030
1010,13,5,25,8,130,2,2,0,1,1168,0,1,4,2480,3,1,0,9,1,2,2,0,3,2,192,32,9,4,42.061394,5,345474,527208010
1013,2,5,8,0,0,3,1,5,3,1632,4,1,0,1474,1,0,4,7,2,2,0,3,2,2,0,0,9,4,42.059792,58,115000,527226020
1014,3,5,25,3,178,0,2,0,1,1710,0,1,4,1710,2,0,0,6,1,2,0,2,2,2,156,48,9,4,42.058896,3,334000,527252080
1015,2,5,8,0,44,3,1,5,3,1488,2,1,4,1488,2,1,4,6,1,5,0,2,2,2,0,0,9,3,42.0586718,60,133000,527276040
1016,13,5,19,5,123,3,1,2,3,791,2,1,4,2093,2,1,4,7,1,5,0,0,2,2,364,63,9,4,42.056015,24,215000,527301170
1017,2,5,19,5,102,2,1,2,2,1675,0,1,4,1688,2,0,0,6,1,0,0,2,2,2,0,48,9,4,42.054514,22,226500,527301245
1018,2,5,19,0,210,3,1,2,3,1422,4,1,4,1422,2,0,2,7,1,5,0,0,2,2,276,0,9,4,42.054562,29,175500,527302050
1019,2,5,19,5,174,2,1,2,2,1260,4,1,4,1260,2,0,4,6,0,3,0,3,2,2,152,0,9,4,42.054439,27,181900,527302070
1020,2,5,19,5,383,2,1,2,3,2048,4,1,4,2064,2,0,2,7,2,1,0,0,2,2,200,0,9,4,42.055358,32,235000,527302185
1022,13,5,19,0,424,3,1,2,3,1330,4,1,4,2480,2,1,4,11,1,5,0,0,2,2,550,282,9,4,42.054455,33,272000,527325070
1023,2,5,19,0,621,3,2,2,3,1211,4,1,4,1211,2,0,2,6,1,4,0,0,2,2,0,0,9,4,42.054211,34,161000,527325240
1025,13,5,19,5,280,3,1,2,2,738,4,1,4,2044,2,1,4,7,1,5,0,3,2,2,28,73,9,4,42.052544,30,185000,527354160
1026,13,5,19,1,0,3,1,5,3,720,2,1,4,1308,1,1,4,7,0,3,4,3,2,2,0,0,9,4,42.050326,41,146900,527357110
1029,2,5,19,0,120,3,1,5,3,1444,4,1,4,1444,2,0,4,5,1,2,0,3,2,2,0,24,9,4,42.049449,34,159900,527359030
1031,2,5,19,1,0,3,1,2,3,1176,2,1,4,1178,1,1,2,5,1,1,0,3,2,2,224,0,9,4,42.049609,37,157000,527378020
1032,13,5,19,8,402,2,2,2,3,1236,0,1,4,2340,2,1,2,9,1,2,0,2,3,2,192,180,9,4,42.051074,14,306000,527380240
1033,0,5,15,1,0,3,1,2,2,896,4,1,4,1792,2,2,4,8,0,3,4,3,2,2,0,45,9,4,42.056306,36,133000,527401130
1034,2,5,15,0,0,3,1,2,3,1054,2,1,4,1054,1,1,4,6,0,3,0,3,2,2,180,0,9,4,42.05539,41,151000,527402060
1035,2,5,15,2,72,3,1,2,2,936,4,1,4,936,1,0,4,4,0,3,0,3,1,2,16,0,0,4,42.055304,41,111900,527402130
1036,2,5,15,1,0,3,1,2,3,864,4,1,4,864,1,0,4,5,0,3,4,3,2,2,0,0,9,4,42.054328,39,123000,527403360
1037,2,5,15,2,0,3,1,5,3,864,4,1,4,864,1,0,4,5,0,3,4,3,2,2,216,0,0,4,42.0564348,38,111250,527425035
1038,3,4,15,0,0,2,2,2,3,1405,0,1,4,1337,2,0,2,5,0,3,0,0,2,2,144,68,0,0,42.054693,12,181000,527427110
1039,14,6,2,0,359,3,1,5,3,483,4,1,4,987,1,1,4,5,0,3,4,3,1,2,52,0,9,4,42.052794,37,103400,527450110
1040,14,6,2,0,158,3,1,5,3,483,4,1,4,987,1,1,4,5,0,3,4,3,1,2,0,0,9,4,42.052755,37,100000,527450250
1042,14,6,2,0,127,3,1,5,3,483,4,1,4,987,1,1,4,5,0,3,4,3,1,2,0,0,9,4,42.052332,40,106000,527451060
1046,3,5,16,0,0,3,1,2,3,1069,4,1,4,1069,2,0,4,4,0,3,0,2,2,2,0,55,0,0,42.050001,33,140000,527452150
1047,14,5,16,0,0,3,1,2,3,855,2,1,4,1456,2,1,4,7,0,3,0,2,2,2,0,0,9,4,42.05068,35,143000,527453160
1048,3,5,16,5,0,3,1,2,3,1055,1,1,4,1055,2,0,4,4,0,3,0,3,2,2,0,38,9,4,42.050257,33,148500,527454120
1050,2,5,18,8,426,0,2,0,0,1932,0,1,4,1932,2,0,0,7,1,2,0,0,3,2,0,66,6,5,42.062046,2,345474,528102030
1051,13,5,18,7,272,0,2,0,0,1682,0,1,4,2332,2,1,0,9,1,0,2,0,3,2,196,134,6,5,42.0632692,3,345474,528102110
1052,2,5,18,7,816,0,2,0,0,2078,0,1,4,2084,2,0,0,7,1,2,0,0,3,2,188,45,6,5,42.063129,3,345474,528104050
1056,2,5,18,8,554,2,2,0,1,2418,0,1,4,2464,2,1,0,9,1,0,0,0,3,2,358,78,9,4,42.062432,3,345474,528110110
1057,2,5,18,3,480,0,2,0,1,1950,0,1,4,1950,2,0,0,7,1,2,0,0,3,2,156,207,9,4,42.061133,3,345474,528114040
1058,13,5,18,3,270,2,2,0,1,1850,0,1,4,2480,2,1,0,9,1,2,2,0,3,2,212,182,9,0,42.06027,4,345474,528118030
1059,13,5,18,7,468,0,2,0,1,1620,0,1,4,2480,2,1,0,10,1,0,2,0,4,2,30,200,9,4,42.060427,5,345474,528118090
1060,13,5,18,3,368,2,2,0,0,1414,0,1,4,2331,2,1,0,9,1,2,2,0,3,2,192,63,9,4,42.060766,5,345474,528120130
1061,13,5,18,8,108,0,2,2,0,948,0,1,4,2088,2,1,2,10,1,2,2,0,3,2,100,24,9,4,42.060425,3,250000,528142020
1062,13,5,18,8,126,2,2,0,3,1148,0,1,4,2332,2,1,0,9,1,2,2,0,3,2,224,142,9,4,42.0599011,6,316000,528142140
1064,13,5,18,3,664,2,2,0,0,1572,0,1,4,2480,2,1,0,10,2,2,2,0,3,2,400,0,9,4,42.058683,7,345474,528166120
1066,2,5,18,8,504,2,2,2,2,1603,0,1,4,1575,2,0,2,7,1,5,0,0,3,2,216,28,9,4,42.058649,7,284000,528172080
1067,13,5,18,8,1110,2,2,0,2,1479,0,1,4,2480,2,1,2,10,1,5,0,0,3,2,0,60,9,4,42.057028,9,345474,528178070
1068,13,5,18,8,221,2,2,0,1,1765,0,1,4,2480,2,1,2,9,1,2,2,0,3,2,268,58,9,4,42.058694,7,345474,528178090
1069,3,5,18,3,492,0,2,2,3,1858,0,1,4,1866,2,0,0,7,1,2,0,0,3,2,0,48,6,5,42.057164,2,336860,528180110
1070,3,5,18,3,766,0,2,0,3,1702,0,1,4,1702,1,1,0,7,1,2,0,0,3,2,0,72,6,5,42.0579589,2,345474,528180140
1071,3,5,18,5,144,2,2,2,3,1367,0,1,4,1367,2,0,2,6,1,2,0,2,2,2,0,33,9,4,42.0582,5,192000,528181010
1074,3,5,18,3,714,0,2,0,3,1800,0,1,4,1800,2,0,0,6,1,2,0,2,3,2,210,0,6,5,42.057446,3,345474,528186130
1075,3,5,18,8,176,2,2,2,3,1342,0,1,4,1342,2,0,2,6,1,2,0,0,2,2,0,35,9,4,42.057179,4,234250,528186160
1077,14,5,18,5,106,2,2,2,3,764,0,1,4,1626,2,1,2,6,0,3,2,2,2,2,0,27,9,4,42.057468,7,155000,528188090
1079,3,6,18,5,146,2,2,2,0,1358,0,1,4,1358,2,0,2,6,1,2,0,2,2,2,192,30,9,4,42.056616,6,207000,528190010
1080,3,5,0,5,143,2,2,2,1,1415,0,1,4,1455,2,0,2,6,1,5,0,0,3,2,156,20,9,4,42.063336,7,195000,528228345
1083,2,5,0,5,16,2,2,2,0,1266,0,1,4,1266,2,0,2,6,1,2,0,0,2,2,100,16,9,4,42.062004,3,159895,528228465
1084,2,5,0,5,20,2,2,2,1,1146,0,1,4,1246,2,0,2,5,1,2,0,0,2,2,100,24,6,5,42.063301,3,187687,528228540
1085,13,5,8,0,0,2,2,2,3,789,0,1,4,1515,2,1,2,8,1,2,0,0,2,2,0,75,9,4,42.061316,6,179000,528235020
1086,13,5,8,0,0,3,2,5,3,839,0,1,4,1593,2,1,4,8,1,5,0,0,2,2,100,75,9,4,42.059635,6,193000,528235120
1087,10,5,8,5,182,2,2,2,1,856,0,1,4,1166,2,0,2,5,0,3,0,0,2,2,212,0,9,4,42.061544,5,190000,528235180
1088,13,5,8,0,0,3,2,2,3,728,0,1,4,1456,2,1,2,8,0,3,0,0,2,2,100,24,9,4,42.0609759,5,176000,528240040
1089,13,5,8,5,0,2,2,2,3,840,0,1,4,1720,2,1,2,7,1,2,2,0,2,2,138,48,9,4,42.06132,8,188000,528240050
1090,13,5,8,5,196,2,2,2,3,847,0,1,4,1986,2,1,2,9,1,2,2,0,2,2,120,48,9,4,42.061312,7,213000,528250030
1091,3,5,18,5,176,2,2,2,3,1350,0,1,4,1358,2,0,2,6,1,2,0,2,2,2,192,26,6,5,42.058377,3,217300,528253020
1092,13,5,8,0,318,3,2,2,3,936,0,1,4,1792,2,1,4,8,1,5,0,0,2,2,0,0,9,4,42.057986,10,186500,528280130
1093,13,5,8,5,647,2,2,2,0,982,0,1,4,1892,2,1,4,8,1,5,0,2,2,2,108,0,9,4,42.058595,10,226750,528280180
1094,13,5,8,5,0,2,2,2,0,788,0,1,4,1490,2,1,2,8,1,2,0,0,2,2,100,75,9,4,42.0600066,6,184000,528290010
1097,13,5,8,5,0,3,2,2,3,831,0,1,4,1651,2,1,4,7,1,5,2,0,2,2,0,103,9,4,42.058581,11,185900,528294060
1098,15,5,17,8,1290,2,2,2,3,1173,0,1,4,2199,2,1,2,9,1,5,0,0,2,2,0,131,9,4,42.053879,13,284500,528315060
1099,13,5,17,8,473,2,2,2,3,1470,2,1,4,2480,2,1,2,8,1,5,0,0,3,2,0,66,9,4,42.053666,12,315000,528315110
1100,13,5,17,8,350,2,2,2,0,1145,0,1,4,2198,2,1,2,9,1,5,0,2,3,2,192,84,9,4,42.055748,10,250000,528326030
1101,13,5,17,3,295,2,2,0,2,1519,0,1,4,2172,2,1,0,8,1,5,2,2,3,2,162,153,9,4,42.055777,10,291000,528326110
1103,13,5,17,5,0,2,2,0,3,1064,0,1,4,2125,2,1,2,12,2,5,0,2,2,2,168,0,9,4,42.052272,14,279500,528354100
1106,13,5,17,5,651,2,2,2,1,1311,0,1,4,2418,2,1,2,9,1,5,0,2,3,2,250,154,9,4,42.049501,17,341000,528365060
1107,13,5,17,5,320,2,2,2,0,1080,0,1,4,2197,2,1,2,9,1,2,0,0,3,2,385,99,9,4,42.049696,17,287500,528365080
1108,13,5,17,5,448,2,2,2,3,1223,0,1,4,2127,2,1,2,5,2,5,0,2,2,2,171,132,9,4,42.050692,16,271000,528387050
1109,2,5,17,8,554,2,2,2,1,1986,0,1,4,1987,2,0,2,7,1,5,0,0,2,2,262,36,9,4,42.049484,16,301500,528390020
1110,2,5,23,8,186,2,2,2,3,1580,0,1,4,1580,2,0,2,7,0,3,0,2,3,2,0,24,3,5,42.054236,3,235128,528427010
1111,13,5,23,0,74,2,2,2,2,894,0,1,4,1933,2,1,2,9,1,2,2,0,3,2,100,18,9,4,42.055157,3,214000,528427070
1113,2,5,23,5,128,2,2,0,3,1578,2,1,4,1578,2,0,2,7,1,2,0,3,3,2,0,26,9,4,42.054415,4,240000,528429070
1115,2,5,23,8,468,3,2,2,3,1563,0,1,4,1563,2,0,2,6,1,2,0,2,3,2,144,99,9,4,42.054306,3,245000,528431060
1116,2,5,23,5,256,2,2,2,3,1417,0,1,4,1428,2,0,0,6,0,3,0,2,2,2,0,60,6,5,42.054319,2,227680,528431080
1117,13,5,23,8,156,2,2,2,0,1341,0,1,4,1861,3,0,2,7,1,2,2,2,3,2,144,60,9,4,42.055517,3,257000,528431120
1118,13,5,23,8,310,2,2,2,0,955,0,1,4,1874,2,1,2,8,1,2,0,0,3,2,168,108,6,5,42.054227,3,297900,528435020
1119,2,5,23,8,0,2,2,0,3,1460,0,1,4,1460,2,0,2,6,1,2,0,0,2,2,0,20,9,4,42.053183,4,247000,528439010
1121,2,2,23,5,0,2,2,0,3,1372,0,1,4,1372,2,0,2,6,0,3,0,0,2,2,0,140,6,5,42.05165,3,250580,528458050
1122,2,2,23,5,0,2,2,2,3,1428,0,1,4,1428,2,0,2,6,0,3,0,0,2,2,0,120,6,5,42.050307,3,182000,528462040
1123,13,2,23,5,0,2,2,2,3,866,2,1,4,1768,2,1,2,7,0,3,0,2,2,2,0,108,9,4,42.052278,5,226700,528477040
1124,13,2,23,8,768,2,2,0,3,1053,0,1,4,1992,2,1,2,9,1,2,0,2,2,2,140,45,9,4,42.052456,7,250000,528478030
1125,13,2,23,5,0,2,2,2,3,1026,0,1,4,1958,2,1,2,9,1,2,0,0,3,2,154,210,9,4,42.052275,5,250000,528478040
1126,13,2,23,8,100,2,2,0,3,1034,0,1,4,2078,2,1,0,8,1,2,0,0,3,2,0,102,6,5,42.0520487,3,339750,528480060
1129,2,2,23,5,210,2,2,2,3,1218,0,1,4,1218,2,0,2,6,0,3,0,0,2,2,168,168,6,5,42.051224,3,230348,528488140
1130,13,2,23,0,0,2,2,2,3,864,0,1,4,1728,2,1,2,7,0,3,0,2,2,2,216,56,9,4,42.050899,7,207500,528490080
1131,2,5,22,5,120,3,2,2,3,1080,0,1,4,1080,1,0,2,6,0,3,6,1,0,2,0,0,9,4,42.037836,6,141000,531363060
1132,13,5,22,0,0,2,2,2,2,835,0,1,4,1696,2,1,2,7,0,3,0,2,2,2,143,66,9,4,42.035271,7,188000,531371070
1133,13,5,22,5,95,2,2,2,0,835,0,1,4,1663,2,1,2,8,0,3,0,2,2,2,168,68,9,4,42.035132,7,192500,531373060
1134,2,5,22,0,126,3,2,2,3,1175,0,1,4,1175,1,0,2,6,0,3,6,1,0,2,0,90,9,4,42.037918,5,146000,531375050
1136,2,5,22,0,0,3,2,2,3,1114,0,1,4,1114,1,0,2,6,0,3,4,3,2,2,0,78,9,4,42.03805,7,155000,531375120
1138,2,5,22,5,0,2,2,2,2,1162,0,1,4,1162,2,0,2,6,0,3,0,0,2,2,0,32,9,4,42.037258,3,170000,531376070
1139,13,5,22,0,38,2,2,2,3,754,0,1,4,1609,2,1,2,6,0,3,0,2,2,2,0,70,9,4,42.035875,15,182000,531382090
1142,13,5,22,5,145,2,2,2,0,832,0,1,4,1657,2,1,2,6,0,3,0,2,2,2,144,74,9,4,42.034988,16,189000,531384030
1143,13,5,22,0,0,2,2,2,3,827,0,1,4,1677,2,1,2,7,0,3,0,2,2,2,0,68,9,4,42.036089,9,190500,531385060
1144,13,5,22,5,0,2,2,2,3,836,2,1,4,1737,2,1,2,7,0,3,0,0,2,2,192,85,9,4,42.034535,18,175000,531450030
1145,2,5,22,0,88,3,1,2,3,1278,2,1,4,1294,2,0,2,6,0,3,0,2,2,2,112,51,9,4,42.035666,19,179200,531450090
1146,13,5,22,0,120,2,2,2,3,832,0,1,4,1710,2,1,2,7,0,3,0,2,2,2,144,70,9,4,42.036839,17,187000,531450170
1147,3,5,22,0,0,2,2,2,3,1604,0,1,4,1617,2,0,2,5,1,1,0,2,2,2,0,69,9,4,42.036501,17,193000,531451020
1149,2,5,21,1,0,3,2,5,3,984,4,1,4,984,1,0,4,5,1,5,0,2,1,2,145,56,9,4,42.036039,47,128000,532351050
1150,2,5,21,1,0,3,1,5,3,912,4,1,4,912,1,0,4,4,0,3,4,3,1,2,140,0,9,4,42.035179,48,144000,532353050
1151,2,5,21,1,0,3,1,5,3,864,0,1,4,864,1,0,2,5,1,5,4,3,1,2,132,0,9,4,42.034614,49,135000,532354150
1152,11,5,21,1,0,3,1,5,2,890,2,0,4,890,1,0,4,5,0,3,4,3,1,2,0,0,9,4,42.03569,42,115000,532376170
1153,2,5,21,1,0,3,1,2,3,864,4,1,4,864,1,0,4,5,0,3,0,3,1,2,0,0,0,0,42.035703,47,119916,532377020
1154,2,5,21,0,0,3,1,5,2,912,2,1,4,912,1,0,2,5,0,3,4,3,1,2,168,0,9,4,42.03459,49,142000,532378200
1156,5,5,21,1,0,3,1,2,3,1001,4,1,4,1641,2,0,4,5,1,2,4,3,2,2,0,0,9,4,42.034532,38,140000,532479020
1157,13,5,17,0,304,2,2,2,3,930,0,1,4,2480,2,1,2,9,2,2,0,2,2,2,237,251,9,4,42.047666,20,290000,533125080
1158,13,5,17,3,568,2,2,2,1,1848,0,1,4,2480,2,1,2,10,1,0,0,0,2,2,294,49,9,4,42.048607,17,345474,533125140
1159,3,2,23,5,0,2,2,2,2,1391,0,1,4,1391,2,0,2,5,0,3,0,2,2,2,156,158,9,4,42.047467,6,196000,533206050
1160,14,2,23,5,0,2,2,2,3,625,0,1,4,1250,2,1,2,5,0,3,4,0,2,2,0,54,9,4,42.048089,4,171900,533208080
1162,14,2,23,0,0,2,2,2,3,600,0,1,4,1200,2,1,2,5,0,3,4,2,2,2,0,166,9,4,42.047806,5,165000,533212050
1163,14,2,23,5,0,2,2,2,3,689,0,1,4,1392,2,0,2,5,0,3,4,3,2,2,0,102,9,0,42.047571,3,146000,533212140
1164,14,2,23,5,0,2,2,2,3,689,0,1,4,1392,2,0,2,5,0,3,4,3,2,2,0,102,9,0,42.047548,3,146000,533212150
1166,14,2,23,0,216,3,2,2,3,744,2,1,4,1549,2,1,4,6,0,3,4,3,2,2,0,32,9,4,42.047103,11,172900,533213120
1169,3,2,23,3,0,2,2,0,0,1419,0,1,4,1419,1,1,0,5,1,5,0,0,2,2,155,58,9,4,42.046372,9,290000,533215040
1170,3,2,23,3,260,2,2,2,0,1557,0,1,4,1557,2,0,0,5,1,5,0,2,2,2,124,113,9,4,42.046088,11,305000,533215070
1171,3,2,23,3,60,2,2,0,0,1698,0,1,4,1709,2,0,2,5,1,5,0,0,2,2,97,65,1,0,42.046085,11,328900,533215080
1172,14,2,23,5,212,2,2,2,3,600,0,1,4,1252,2,1,2,4,0,3,4,3,2,2,0,48,9,4,42.046961,11,160000,533217050
1173,14,2,23,5,216,2,2,2,3,672,0,1,4,1404,2,1,2,5,0,3,4,3,2,2,20,0,9,4,42.046962,11,170000,533217060
